Persona,Channel,TAG,Imagen,Area Negra,Area Cafe,Area Restante,Contraste,Entropia,Bordes,Frecuencia espacial media,Saturacion promedio,colores_unicos,disp_r,disp_g,disp_b,fuente_min,fuente_max,fuente_media,fuente_mediana
10,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
10,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
11,O1,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
11,P3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
11,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
11,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
12,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
12,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
12,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
12,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
13,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
13,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
13,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
13,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
14,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
14,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
14,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
14,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
15,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
15,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
15,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
15,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
18,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
18,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
18,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
18,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
19,O1,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
19,P3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
19,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
19,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
20,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
20,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
20,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
20,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
21,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
21,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
21,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
21,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
22,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
22,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
22,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
22,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
23,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
23,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
23,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
23,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
27,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
27,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
27,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
27,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
28,O1,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
28,P3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
28,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
28,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
30,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
30,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
30,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
30,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
31,O1,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
31,P3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
31,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
31,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
32,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
32,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
32,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
32,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
33,O1,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
33,P3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
33,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
33,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
34,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
34,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
34,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
34,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
35,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
35,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
35,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
35,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
36,O1,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
36,P3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
36,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
36,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
37,O1,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
37,P3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
37,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
37,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
38,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
38,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
38,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
38,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
39,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
39,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
39,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
39,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
42,O1,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
42,P3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
42,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
42,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
44,O1,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
44,P3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
44,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
44,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
46,O1,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
46,P3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
46,C3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
46,F7,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
47,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
47,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
47,C3,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
47,F7,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
48,O1,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
48,P3,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11
