Persona,TAG,Imagen,Area Negra,Area Cafe,Area Restante,Contraste,Entropia,Bordes,Frecuencia espacial media,Saturacion promedio,colores_unicos,disp_r,disp_g,disp_b,fuente_min,fuente_max,fuente_media,fuente_mediana,CH_C3,CH_F7,CH_O1,CH_P3
10,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
10,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
10,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
10,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
11,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
11,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
11,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
11,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
12,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
12,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
12,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
12,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
13,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
13,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
13,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
13,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
14,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
14,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
14,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
14,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
15,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
15,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
15,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
15,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
18,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
18,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
18,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
18,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
19,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
19,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
19,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
19,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
20,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
20,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
20,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
20,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
21,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
21,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
21,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
21,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
22,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
22,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
22,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
22,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
23,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
23,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
23,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
23,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
27,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
27,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
27,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
27,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
28,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
28,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
28,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
28,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
30,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
30,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
30,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
30,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
31,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
31,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
31,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
31,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
32,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
32,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
32,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
32,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
33,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
33,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
33,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
33,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
34,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
34,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
34,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
34,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
35,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
35,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
35,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
35,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
36,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
36,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
36,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
36,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
37,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
37,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
37,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
37,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
38,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
38,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
38,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
38,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
39,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
39,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
39,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
39,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
42,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
42,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
42,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
42,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
44,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
44,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
44,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
44,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
46,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,True,False
46,1.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,False,False,True
46,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,True,False,False,False
46,0.0,1,243167.0,665851.3860228399,1164581.61397716,308.5405342288615,4.18600595729716,43.26717226753743,22412.962008306204,40.60328269675926,202743,48.766762288464605,69.21039455632847,72.48374980921052,7,45,13.5,11,False,True,False,False
